Opportunity Line Name,Opportunity Line ID,Opportunity Line Parent,Line Number,Product Line Name,Product ID,Amount,Total Amount,Quantity,Owner ID,Account,Service Date,Planning Measure
SlimLite Tablet 9 - Arrow Electronics -  Opp B021,Arrow Electronics Opp B021 - HP Att,Opp318,9,SlimLite Tablet 9,Networking,27866.60396,27866.60396,9,"Ireman, Val",1074,8/25/2003,New Business
FastSnap Individual - Arrow Electronics -  Opp B021,Arrow Electronics Opp B021 - MTC,Opp318,0,FastSnap Individual,Cloud,2909.013304,2909.013304,130,"Ireman, Val",1074,8/25/2003,New Business
FastSnap Intro Package - Arrow Electronics -  Opp B021,Arrow Electronics Opp B021 - INST,Opp318,0,FastSnap Intro Package,Cloud,1024.38274,1024.38274,150,"Ireman, Val",1074,8/25/2003,New Business
SlimLite Tablet 10 - Arrow Electronics -  Opp C034,Arrow Electronics Opp C034 - HP 2.5,Opp456,10,SlimLite Tablet 10,Networking,34708.76225,34708.76225,10,"Ireman, Val",1074,8/25/2003,Expansions
FastOffice Scanner D2200 - Arrow Electronics -  Opp C034,Arrow Electronics Opp C034 - SOLAR M,Opp456,2200,FastOffice Scanner D2200,Servers,198.7088108,198.7088108,2200,"Ireman, Val",1074,8/25/2003,Expansions
SlimLite Tablet 10x - Arrow Electronics -  Opp C034,Arrow Electronics Opp C034 - HP 3.5,Opp456,10,SlimLite Tablet 10x,Networking,10692.52893,10692.52893,10,"Ireman, Val",1074,8/25/2003,Expansions
FastSnap Intro Package - Arrow Electronics -  Opp D053,Arrow Electronics Opp D053 - INST,Opp594,0,FastSnap Intro Package,Cloud,59400,59400,120,"Ireman, Val",1074,9/14/2025,Expansions
CloudLite Server Pro 8200 - Arrow Electronics -  Opp E065,Arrow Electronics Opp E065 - SP Att,Opp732,8200,CloudLite Server Pro 8200,Storage,57470.33417,57470.33417,8200,"Ireman, Val",1074,10/25/2002,New Business
FastSnap Individual - Arrow Electronics -  Opp E065,Arrow Electronics Opp E065 - MTC,Opp732,0,FastSnap Individual,Cloud,4097.628176,4097.628176,140,"Ireman, Val",1074,10/25/2002,New Business
LockDown Intro Package - Arrow Electronics -  Opp E065,Arrow Electronics Opp E065 - ADD,Opp732,0,LockDown Intro Package,Services,11632.03766,11632.03766,73,"Ireman, Val",1074,10/25/2002,New Business
CloudLite Server Pro 9440 - Precision Castparts -  Opp D1447,Precision Castparts Opp D1447 - SP 5.5,OppD1447,9440,CloudLite Server Pro 9440,Storage,242756.4678,242756.4678,9440,"Ireman, Val",11334,4/25/2025,Expansions
SlimLite Tablet 10x - Precision Castparts -  Opp D1447,Precision Castparts Opp D1447 - HP 3.5,OppD1447,10,SlimLite Tablet 10x,Networking,2856.80377,2856.80377,10,"Ireman, Val",11334,4/25/2025,Expansions
CloudLite Server Pro 9100 - Precision Castparts -  Opp D1447,Precision Castparts Opp D1447 - SP 5.6,OppD1447,9100,CloudLite Server Pro 9100,Storage,7386.728408,7386.728408,9100,"Ireman, Val",11334,4/25/2025,Expansions
SlimLite Tablet 10x - Micron Technology -  Opp D1448,Micron Technology Opp D1448 - HP 3.5,OppD1448,10,SlimLite Tablet 10x,Networking,253000,253000,10,"Ireman, Val",9454,4/25/2005,Expansions
FastSnap Individual - Huntsman -  Opp D1449,Huntsman Opp D1449 - MTC,OppD1449,0,FastSnap Individual,Cloud,254000,254000,150,"Ireman, Val",243,5/13/2025,Expansions
FastSnap Individual - Arrow Electronics -  Opp D1450,Arrow Electronics Opp D1450 - MTC,OppD1450,0,FastSnap Individual,Cloud,337226.8791,337226.8791,110,"Ireman, Val",1074,10/25/2005,New Business
SlimLite Tablet 11 - Arrow Electronics -  Opp D1450,Arrow Electronics Opp D1450 - HP 4.5,OppD1450,11,SlimLite Tablet 11,Networking,94455.16894,94455.16894,11,"Ireman, Val",1074,10/25/2005,New Business
SlimLite Tablet 9 - Arrow Electronics -  Opp D1450,Arrow Electronics Opp D1450 - HP Att,OppD1450,9,SlimLite Tablet 9,Networking,98317.95195,98317.95195,9,"Ireman, Val",1074,10/25/2005,New Business
CloudLite Server Pro 9100 - Arrow Electronics -  Opp D1451,Arrow Electronics Opp D1451 - SP 5.6,OppD1451,9100,CloudLite Server Pro 9100,Storage,373000,373000,9100,"Ireman, Val",1074,10/25/2005,New Business
FastSnap Individual - Nike -  Opp E250,Nike Opp E250 - MTC,OppE250,0,FastSnap Individual,Cloud,79000,79000,120,"Ireman, Val",10210,10/13/2025,New Business
CloudLite Server Pro 8200 - Nike -  Opp E251,Nike Opp E251 - SP Att,OppE251,8200,CloudLite Server Pro 8200,Storage,29402.67719,29402.67719,8200,"Ireman, Val",10210,10/19/2025,New Business
CloudLite Server Pro 9440 - Nike -  Opp E251,Nike Opp E251 - SP 5.5,OppE251,9440,CloudLite Server Pro 9440,Storage,48458.67517,48458.67517,9440,"Ireman, Val",10210,10/19/2025,New Business
FastOffice Scanner D2200 - Nike -  Opp E251,Nike Opp E251 - SOLAR M,OppE251,2200,FastOffice Scanner D2200,Servers,63138.64763,63138.64763,2200,"Ireman, Val",10210,10/19/2025,New Business
CloudLite Server Pro 9440 - Nike -  Opp E252,Nike Opp E252 - SP 5.5,OppE252,9440,CloudLite Server Pro 9440,Storage,77759.64403,77759.64403,9440,"Ireman, Val",10210,10/25/2025,Expansions
FastSnap Intro Package - Nike -  Opp E252,Nike Opp E252 - INST,OppE252,0,FastSnap Intro Package,Cloud,6124.805313,6124.805313,140,"Ireman, Val",10210,10/25/2025,Expansions
SlimLite Tablet 10x - Nike -  Opp E252,Nike Opp E252 - HP 3.5,OppE252,10,SlimLite Tablet 10x,Networking,88115.55066,88115.55066,10,"Ireman, Val",10210,10/25/2025,Expansions
FastOffice Scanner D2400 - Nike -  Opp E253,Nike Opp E253 - SOLAR H,OppE253,2400,FastOffice Scanner D2400,Servers,250000,250000,2400,"Ireman, Val",10210,10/19/2025,New Business
SlimLite Tablet 10x - Nike -  Opp E254,Nike Opp E254 - HP 3.5,OppE254,10,SlimLite Tablet 10x,Networking,277000,277000,10,"Ireman, Val",10210,10/25/2025,Expansions
LockDown Intro Package - Precision Castparts -  Opp E255,Precision Castparts Opp E255 - ADD,OppE255,0,LockDown Intro Package,Services,75000,75000,469,"Ireman, Val",11334,4/30/2025,New Business
CloudLite Server Pro 8200 - Precision Castparts -  Opp E256,Precision Castparts Opp E256 - SP Att,OppE256,8200,CloudLite Server Pro 8200,Storage,110000,110000,8200,"Ireman, Val",11334,6/25/2005,New Business
CloudLite Server Pro 9100 - Precision Castparts -  Opp E257,Precision Castparts Opp E257 - SP 5.6,OppE257,9100,CloudLite Server Pro 9100,Storage,97540.11118,97540.11118,9100,"Ireman, Val",11334,12/25/2005,New Business
LockDown Intro Package - Precision Castparts -  Opp E257,Precision Castparts Opp E257 - ADD,OppE257,0,LockDown Intro Package,Services,94459.88882,94459.88882,590,"Ireman, Val",11334,12/25/2005,New Business
FastOffice Scanner D2400 - Precision Castparts -  Opp E258,Precision Castparts Opp E258 - SOLAR H,OppE258,2400,FastOffice Scanner D2400,Servers,123876.6635,123876.6635,2400,"Ireman, Val",11334,10/19/2025,New Business
FastSnap Intro Package - Precision Castparts -  Opp E258,Precision Castparts Opp E258 - INST,OppE258,0,FastSnap Intro Package,Cloud,10454.76461,10454.76461,150,"Ireman, Val",11334,10/19/2025,New Business
FastSnap Individual - Precision Castparts -  Opp E258,Precision Castparts Opp E258 - MTC,OppE258,0,FastSnap Individual,Cloud,130668.5719,130668.5719,110,"Ireman, Val",11334,10/19/2025,New Business
LockDown Intro Package - Micron Technology -  Opp E259,Micron Technology Opp E259 - ADD,OppE259,0,LockDown Intro Package,Services,62000,62000,388,"Ireman, Val",9454,4/30/2025,New Business
FastOffice Scanner D2200 - Micron Technology -  Opp E260,Micron Technology Opp E260 - SOLAR M,OppE260,2200,FastOffice Scanner D2200,Servers,70523.2918,70523.2918,2200,"Ireman, Val",9454,6/25/2005,New Business
SlimLite Tablet 9 - Micron Technology -  Opp E260,Micron Technology Opp E260 - HP Att,OppE260,9,SlimLite Tablet 9,Networking,21700.26508,21700.26508,9,"Ireman, Val",9454,6/25/2005,New Business
SlimLite Tablet 11 - Micron Technology -  Opp E260,Micron Technology Opp E260 - HP 4.5,OppE260,11,SlimLite Tablet 11,Networking,27776.44312,27776.44312,11,"Ireman, Val",9454,6/25/2005,New Business
CloudLite Server Pro 9440 - Micron Technology -  Opp E261,Micron Technology Opp E261 - SP 5.5,OppE261,9440,CloudLite Server Pro 9440,Storage,75399.46978,75399.46978,9440,"Ireman, Val",9454,12/25/2005,Expansions
SlimLite Tablet 9 - Micron Technology -  Opp E261,Micron Technology Opp E261 - HP Att,OppE261,9,SlimLite Tablet 9,Networking,127600.5302,127600.5302,9,"Ireman, Val",9454,12/25/2005,Expansions
SlimLite Tablet 10 - Micron Technology -  Opp E262,Micron Technology Opp E262 - HP 2.5,OppE262,10,SlimLite Tablet 10,Networking,265000,265000,10,"Ireman, Val",9454,10/28/2025,New Business
FastSnap Individual - Huntsman -  Opp E263,Huntsman Opp E263 - MTC,OppE263,0,FastSnap Individual,Cloud,68000,68000,100,"Ireman, Val",243,12/25/2005,Expansions
LockDown Intro Package - Huntsman -  Opp E264,Huntsman Opp E264 - ADD,OppE264,0,LockDown Intro Package,Services,113407.9467,113407.9467,709,"Ireman, Val",243,11/22/2025,Expansions
CloudLite Server Pro 9440 - Huntsman -  Opp E264,Huntsman Opp E264 - SP 5.5,OppE264,9440,CloudLite Server Pro 9440,Storage,20126.0416,20126.0416,9440,"Ireman, Val",243,11/22/2025,Expansions
FastSnap Intro Package - Huntsman -  Opp E264,Huntsman Opp E264 - INST,OppE264,0,FastSnap Intro Package,Cloud,466.0117345,466.0117345,104,"Ireman, Val",243,11/22/2025,Expansions
SlimLite Tablet 9 - Huntsman -  Opp E265,Huntsman Opp E265 - HP Att,OppE265,9,SlimLite Tablet 9,Networking,193000,193000,9,"Ireman, Val",243,6/18/2025,New Business
SlimLite Tablet 10x - Huntsman -  Opp E266,Huntsman Opp E266 - HP 3.5,OppE266,10,SlimLite Tablet 10x,Networking,206000,206000,10,"Ireman, Val",243,5/31/2025,New Business
LockDown Intro Package - Arrow Electronics -  Opp E267,Arrow Electronics Opp E267 - ADD,OppE267,0,LockDown Intro Package,Services,55138.87848,55138.87848,345,"Ireman, Val",1074,11/17/2025,New Business
CloudLite Server Pro 9100 - Arrow Electronics -  Opp E267,Arrow Electronics Opp E267 - SP 5.6,OppE267,9100,CloudLite Server Pro 9100,Storage,20861.12152,20861.12152,9100,"Ireman, Val",1074,11/17/2025,New Business
SlimLite Tablet 11 - Arrow Electronics -  Opp E268,Arrow Electronics Opp E268 - HP 4.5,OppE268,11,SlimLite Tablet 11,Networking,111000,111000,11,"Ireman, Val",1074,8/25/2006,New Business
CloudLite Server Pro 9100 - Arrow Electronics -  Opp E269,Arrow Electronics Opp E269 - SP 5.6,OppE269,9100,CloudLite Server Pro 9100,Storage,173000,173000,9100,"Ireman, Val",1074,8/25/2006,Expansions
LockDown Individual - Arrow Electronics -  Opp E270,Arrow Electronics Opp E270 - UPG,OppE270,0,LockDown Individual,Services,207000,207000,1294,"Ireman, Val",1074,12/14/2025,Expansions
CloudLite Server Pro 9440 - DISH Network -  Opp A015,DISH Network Opp A015 - SP 5.5,Opp181,9440,CloudLite Server Pro 9440,Storage,8428.830916,8428.830916,9440,"Chan, Keswick",4524,8/16/2025,New Business
LockDown Individual - DISH Network -  Opp A015,DISH Network Opp A015 - UPG,Opp181,0,LockDown Individual,Services,8702.825089,8702.825089,54,"Chan, Keswick",4524,8/16/2025,New Business
SlimLite Tablet 10x - DISH Network -  Opp A015,DISH Network Opp A015 - HP 3.5,Opp181,10,SlimLite Tablet 10x,Networking,968.3439954,968.3439954,10,"Chan, Keswick",4524,8/16/2025,New Business
SlimLite Tablet 11 - DISH Network -  Opp B022,DISH Network Opp B022 - HP 4.5,Opp319,11,SlimLite Tablet 11,Networking,31900,31900,11,"Chan, Keswick",4524,8/22/2025,New Business
FastSnap Intro Package - DISH Network -  Opp C035,DISH Network Opp C035 - INST,Opp457,0,FastSnap Intro Package,Cloud,45700,45700,160,"Chan, Keswick",4524,8/28/2025,Expansions
SlimLite Tablet 11 - DISH Network -  Opp D054,DISH Network Opp D054 - HP 4.5,Opp595,11,SlimLite Tablet 11,Networking,59500,59500,11,"Chan, Keswick",4524,3/25/2003,New Business
FastSnap Individual - DISH Network -  Opp E066,DISH Network Opp E066 - MTC,Opp733,0,FastSnap Individual,Cloud,73300,73300,120,"Chan, Keswick",4524,12/25/2003,Expansions
CloudLite Server Pro 8200 - Liberty Interactive -  Opp A016,Liberty Interactive Opp A016 - SP Att,Opp182,8200,CloudLite Server Pro 8200,Storage,14560,14560,8200,"Chan, Keswick",246,1/24/2025,New Business
SlimLite Tablet 11 - Liberty Interactive -  Opp B023,Liberty Interactive Opp B023 - HP 4.5,Opp320,11,SlimLite Tablet 11,Networking,25600,25600,11,"Chan, Keswick",246,1/30/2025,New Business
CloudLite Server Pro 8200 - Liberty Interactive -  Opp C036,Liberty Interactive Opp C036 - SP Att,Opp458,8200,CloudLite Server Pro 8200,Storage,36640,36640,8200,"Chan, Keswick",246,1/24/2025,New Business
FastSnap Intro Package - Liberty Interactive -  Opp D055,Liberty Interactive Opp D055 - INST,Opp596,0,FastSnap Intro Package,Cloud,38490.49743,38490.49743,130,"Chan, Keswick",246,7/30/2025,New Business
FastOffice Scanner D2200 - Liberty Interactive -  Opp D055,Liberty Interactive Opp D055 - SOLAR M,Opp596,2200,FastOffice Scanner D2200,Servers,9189.502571,9189.502571,2200,"Chan, Keswick",246,7/30/2025,New Business
FastOffice Scanner D2400 - Liberty Interactive -  Opp E067,Liberty Interactive Opp E067 - SOLAR H,Opp734,2400,FastOffice Scanner D2400,Servers,14382.25687,14382.25687,2400,"Chan, Keswick",246,5/25/2002,New Business
CloudLite Server Pro 9440 - Liberty Interactive -  Opp E067,Liberty Interactive Opp E067 - SP 5.5,Opp734,9440,CloudLite Server Pro 9440,Storage,43074.39603,43074.39603,9440,"Chan, Keswick",246,5/25/2002,New Business
SlimLite Tablet 10x - Liberty Interactive -  Opp E067,Liberty Interactive Opp E067 - HP 3.5,Opp734,10,SlimLite Tablet 10x,Networking,1263.347104,1263.347104,10,"Chan, Keswick",246,5/25/2002,New Business
CloudLite Server Pro 9440 - Ball -  Opp A017,Ball Opp A017 - SP 5.5,Opp183,9440,CloudLite Server Pro 9440,Storage,18300,18300,9440,"Chan, Keswick",247,11/25/2002,Expansions
LockDown Individual - Ball -  Opp B024,Ball Opp B024 - UPG,Opp321,0,LockDown Individual,Services,62.32446892,62.32446892,0,"Chan, Keswick",247,1/18/2025,Expansions
CloudLite Server Pro 8200 - Ball -  Opp B024,Ball Opp B024 - SP Att,Opp321,8200,CloudLite Server Pro 8200,Storage,11029.58039,11029.58039,8200,"Chan, Keswick",247,1/18/2025,Expansions
FastSnap Intro Package - Ball -  Opp B024,Ball Opp B024 - INST,Opp321,0,FastSnap Intro Package,Cloud,14588.09514,14588.09514,150,"Chan, Keswick",247,1/18/2025,Expansions
SlimLite Tablet 10 - Ball -  Opp C037,Ball Opp C037 - HP 2.5,Opp459,10,SlimLite Tablet 10,Networking,36720,36720,10,"Chan, Keswick",247,1/24/2025,Expansions
CloudLite Server Pro 8200 - Ball -  Opp D056,Ball Opp D056 - SP Att,Opp597,8200,CloudLite Server Pro 8200,Storage,40043.67612,40043.67612,8200,"Chan, Keswick",247,7/30/2025,Expansions
SlimLite Tablet 11 - Ball -  Opp D056,Ball Opp D056 - HP 4.5,Opp597,11,SlimLite Tablet 11,Networking,3109.298034,3109.298034,11,"Chan, Keswick",247,7/30/2025,Expansions
FastSnap Individual - Ball -  Opp D056,Ball Opp D056 - MTC,Opp597,0,FastSnap Individual,Cloud,4607.025844,4607.025844,120,"Chan, Keswick",247,7/30/2025,Expansions
LockDown Individual - Ball -  Opp E068,Ball Opp E068 - UPG,Opp735,0,LockDown Individual,Services,58800,58800,368,"Chan, Keswick",247,5/25/2002,Expansions
CloudLite Server Pro 8200 - Newmont Mining -  Opp A020,Newmont Mining Opp A020 - SP Att,Opp186,8200,CloudLite Server Pro 8200,Storage,15202.16962,15202.16962,8200,"Chan, Keswick",10155,11/25/2002,New Business
LockDown Intro Package - Newmont Mining -  Opp A020,Newmont Mining Opp A020 - ADD,Opp186,0,LockDown Intro Package,Services,1495.815114,1495.815114,9,"Chan, Keswick",10155,11/25/2002,New Business
SlimLite Tablet 9 - Newmont Mining -  Opp A020,Newmont Mining Opp A020 - HP Att,Opp186,9,SlimLite Tablet 9,Networking,1902.015268,1902.015268,9,"Chan, Keswick",10155,11/25/2002,New Business
FastOffice Scanner D2400 - Newmont Mining -  Opp B027,Newmont Mining Opp B027 - SOLAR H,Opp324,2400,FastOffice Scanner D2400,Servers,25920,25920,2400,"Chan, Keswick",10155,1/28/2025,New Business
CloudLite Server Pro 8200 - Newmont Mining -  Opp C040,Newmont Mining Opp C040 - SP Att,Opp462,8200,CloudLite Server Pro 8200,Storage,36945.63406,36945.63406,8200,"Chan, Keswick",10155,3/25/2002,Expansions
LockDown Individual - Newmont Mining -  Opp C040,Newmont Mining Opp C040 - UPG,Opp462,0,LockDown Individual,Services,14.36594667,14.36594667,0,"Chan, Keswick",10155,3/25/2002,Expansions
FastOffice Scanner D2400 - Newmont Mining -  Opp D059,Newmont Mining Opp D059 - SOLAR H,Opp600,2400,FastOffice Scanner D2400,Servers,21391.54143,21391.54143,2400,"Chan, Keswick",10155,9/25/2002,Expansions
CloudLite Server Pro 9100 - Newmont Mining -  Opp D059,Newmont Mining Opp D059 - SP 5.6,Opp600,9100,CloudLite Server Pro 9100,Storage,26370.98674,26370.98674,9100,"Chan, Keswick",10155,9/25/2002,Expansions
FastSnap Individual - Newmont Mining -  Opp D059,Newmont Mining Opp D059 - MTC,Opp600,0,FastSnap Individual,Cloud,237.4718302,237.4718302,140,"Chan, Keswick",10155,9/25/2002,Expansions
CloudLite Server Pro 9100 - Newmont Mining -  Opp E071,Newmont Mining Opp E071 - SP 5.6,Opp738,9100,CloudLite Server Pro 9100,Storage,26404.50429,26404.50429,9100,"Chan, Keswick",10155,8/15/2025,Expansions
SlimLite Tablet 10 - Newmont Mining -  Opp E071,Newmont Mining Opp E071 - HP 2.5,Opp738,10,SlimLite Tablet 10,Networking,2001.94177,2001.94177,10,"Chan, Keswick",10155,8/15/2025,Expansions
FastSnap Individual - Newmont Mining -  Opp E071,Newmont Mining Opp E071 - MTC,Opp738,0,FastSnap Individual,Cloud,45393.55394,45393.55394,150,"Chan, Keswick",10155,8/15/2025,Expansions
FastOffice Scanner D2400 - DISH Network -  Opp D1452,DISH Network Opp D1452 - SOLAR H,OppD1452,2400,FastOffice Scanner D2400,Servers,239000,239000,2400,"Chan, Keswick",4524,12/25/2006,Expansions
CloudLite Server Pro 8200 - Liberty Interactive -  Opp D1453,Liberty Interactive Opp D1453 - SP Att,OppD1453,8200,CloudLite Server Pro 8200,Storage,374000,374000,8200,"Chan, Keswick",246,5/25/2005,New Business
FastSnap Individual - Ball -  Opp D1454,Ball Opp D1454 - MTC,OppD1454,0,FastSnap Individual,Cloud,239000,239000,110,"Chan, Keswick",247,5/25/2005,Expansions
FastSnap Intro Package - Newmont Mining -  Opp D1455,Newmont Mining Opp D1455 - INST,OppD1455,0,FastSnap Intro Package,Cloud,306000,306000,120,"Chan, Keswick",10155,9/25/2005,Expansions
CloudLite Server Pro 8200 - Newmont Mining -  Opp D1456,Newmont Mining Opp D1456 - SP Att,OppD1456,8200,CloudLite Server Pro 8200,Storage,240000,240000,8200,"Chan, Keswick",10155,11/15/2025,Expansions
FastOffice Scanner D2200 - DISH Network -  Opp E271,DISH Network Opp E271 - SOLAR M,OppE271,2200,FastOffice Scanner D2200,Servers,77000,77000,2200,"Chan, Keswick",4524,11/16/2025,New Business
SlimLite Tablet 11 - DISH Network -  Opp E272,DISH Network Opp E272 - HP 4.5,OppE272,11,SlimLite Tablet 11,Networking,143000,143000,11,"Chan, Keswick",4524,11/22/2025,New Business
CloudLite Server Pro 8200 - DISH Network -  Opp E273,DISH Network Opp E273 - SP Att,OppE273,8200,CloudLite Server Pro 8200,Storage,81147.08963,81147.08963,8200,"Chan, Keswick",4524,11/28/2025,Expansions
SlimLite Tablet 11 - DISH Network -  Opp E273,DISH Network Opp E273 - HP 4.5,OppE273,11,SlimLite Tablet 11,Networking,38718.10399,38718.10399,11,"Chan, Keswick",4524,11/28/2025,Expansions
FastOffice Scanner D2400 - DISH Network -  Opp E273,DISH Network Opp E273 - SOLAR H,OppE273,2400,FastOffice Scanner D2400,Servers,54134.80638,54134.80638,2400,"Chan, Keswick",4524,11/28/2025,Expansions
SlimLite Tablet 10 - DISH Network -  Opp E274,DISH Network Opp E274 - HP 2.5,OppE274,10,SlimLite Tablet 10,Networking,133056.412,133056.412,10,"Chan, Keswick",4524,3/25/2012,New Business
SlimLite Tablet 10x - DISH Network -  Opp E274,DISH Network Opp E274 - HP 3.5,OppE274,10,SlimLite Tablet 10x,Networking,30457.07821,30457.07821,10,"Chan, Keswick",4524,3/25/2012,New Business
CloudLite Server Pro 9440 - DISH Network -  Opp E274,DISH Network Opp E274 - SP 5.5,OppE274,9440,CloudLite Server Pro 9440,Storage,43486.50978,43486.50978,9440,"Chan, Keswick",4524,3/25/2012,New Business
FastSnap Individual - Liberty Interactive -  Opp E275,Liberty Interactive Opp E275 - MTC,OppE275,0,FastSnap Individual,Cloud,63000,63000,140,"Chan, Keswick",246,10/24/2025,New Business
SlimLite Tablet 11 - Liberty Interactive -  Opp E276,Liberty Interactive Opp E276 - HP 4.5,OppE276,11,SlimLite Tablet 11,Networking,70014.64045,70014.64045,11,"Chan, Keswick",246,10/30/2025,New Business
LockDown Intro Package - Liberty Interactive -  Opp E276,Liberty Interactive Opp E276 - ADD,OppE276,0,LockDown Intro Package,Services,65985.35955,65985.35955,412,"Chan, Keswick",246,10/30/2025,New Business
